"","dioceses","year","nexus"
"4429","Burlington","2008",2
"4430","Burlington","2009",0
"4431","Burlington","2010",5
"4432","Burlington","2011",0
"4433","Burlington","2012",0
"4434","Burlington","2013",0
"4435","Burlington","2014",0
"4436","Burlington","2015",0
"4437","Burlington","2016",0
"4438","Burlington","2017",0
"4439","Burlington","2018",0
"4440","Burlington","2019",1
"4441","St. Thomas","1990",0
"4442","St. Thomas","1991",0
"4443","St. Thomas","1992",0
"4444","St. Thomas","1993",0
"4445","St. Thomas","1994",0
"4446","St. Thomas","1995",0
"4447","St. Thomas","1996",0
"4448","St. Thomas","1997",0
"4449","St. Thomas","1998",0
"4450","St. Thomas","1999",0
"4451","St. Thomas","2000",0
"4452","St. Thomas","2001",0
"4453","St. Thomas","2002",0
"4454","St. Thomas","2003",0
"4455","St. Thomas","2004",0
"4456","St. Thomas","2005",0
"4457","St. Thomas","2006",0
"4458","St. Thomas","2007",0
"4459","St. Thomas","2008",0
"4460","St. Thomas","2009",0
"4461","St. Thomas","2010",0
"4462","St. Thomas","2011",0
"4463","St. Thomas","2012",0
"4464","St. Thomas","2013",0
"4465","St. Thomas","2014",0
"4466","St. Thomas","2015",0
"4467","St. Thomas","2016",0
"4468","St. Thomas","2017",0
"4469","St. Thomas","2018",0
"4470","St. Thomas","2019",1
"4471","Arlington","1990",0
"4472","Arlington","1991",0
"4473","Arlington","1992",0
"4474","Arlington","1993",0
"4475","Arlington","1994",0
"4476","Arlington","1995",0
"4477","Arlington","1996",0
"4478","Arlington","1997",0
"4479","Arlington","1998",0
"4480","Arlington","1999",0
"4481","Arlington","2000",0
"4482","Arlington","2001",0
"4483","Arlington","2002",0
"4484","Arlington","2003",0
"4485","Arlington","2004",0
"4486","Arlington","2005",0
"4487","Arlington","2006",0
"4488","Arlington","2007",0
"4489","Arlington","2008",0
"4490","Arlington","2009",0
"4491","Arlington","2010",8
"4492","Arlington","2011",0
"4493","Arlington","2012",0
"4494","Arlington","2013",0
"4495","Arlington","2014",0
"4496","Arlington","2015",0
"4497","Arlington","2016",0
"4498","Arlington","2017",0
"4499","Arlington","2018",0
"4500","Arlington","2019",0
"4501","Richmond","1990",0
"4502","Richmond","1991",0
"4503","Richmond","1992",0
"4504","Richmond","1993",0
"4505","Richmond","1994",0
"4506","Richmond","1995",0
"4507","Richmond","1996",0
"4508","Richmond","1997",0
"4509","Richmond","1998",0
"4510","Richmond","1999",0
"4511","Richmond","2000",0
"4512","Richmond","2001",0
"4513","Richmond","2002",3
"4514","Richmond","2003",0
"4515","Richmond","2004",0
"4516","Richmond","2005",0
"4517","Richmond","2006",0
"4518","Richmond","2007",0
"4519","Richmond","2008",1
"4520","Richmond","2009",0
"4521","Richmond","2010",0
"4522","Richmond","2011",0
"4523","Richmond","2012",8
"4524","Richmond","2013",0
"4525","Richmond","2014",0
"4526","Richmond","2015",0
"4527","Richmond","2016",0
"4528","Richmond","2017",0
"4529","Richmond","2018",1
"4530","Richmond","2019",12
"4531","Spokane","1990",0
"4532","Spokane","1991",0
"4533","Spokane","1992",0
"4534","Spokane","1993",0
"4535","Spokane","1994",0
"4536","Spokane","1995",0
"4537","Spokane","1996",0
"4538","Spokane","1997",0
"4539","Spokane","1998",0
"4540","Spokane","1999",0
"4541","Spokane","2000",0
"4542","Spokane","2001",0
"4543","Spokane","2002",6
"4544","Spokane","2003",2
"4545","Spokane","2004",20
"4546","Spokane","2005",3
"4547","Spokane","2006",51
"4548","Spokane","2007",46
"4549","Spokane","2008",8
"4550","Spokane","2009",13
"4551","Spokane","2010",5
"4552","Spokane","2011",1
"4553","Spokane","2012",1
"4554","Spokane","2013",1
"4555","Spokane","2014",1
"4556","Spokane","2015",1
"4557","Spokane","2016",1
"4558","Spokane","2017",0
"4559","Spokane","2018",0
"4560","Spokane","2019",0
"4561","Yakima","1990",0
"4562","Yakima","1991",0
"4563","Yakima","1992",0
"4564","Yakima","1993",0
"4565","Yakima","1994",0
"4566","Yakima","1995",0
"4567","Yakima","1996",0
"4568","Yakima","1997",0
"4569","Yakima","1998",0
"4570","Yakima","1999",0
"4571","Yakima","2000",0
"4572","Yakima","2001",0
"4573","Yakima","2002",0
"4574","Yakima","2003",0
"4575","Yakima","2004",5
"4576","Yakima","2005",0
"4577","Yakima","2006",1
"4578","Yakima","2007",0
"4579","Yakima","2008",6
"4580","Yakima","2009",1
"4581","Yakima","2010",0
"4582","Yakima","2011",4
"4583","Yakima","2012",0
"4584","Yakima","2013",1
"4585","Yakima","2014",3
"4586","Yakima","2015",0
"4587","Yakima","2016",1
"4588","Yakima","2017",0
"4589","Yakima","2018",0
"4590","Yakima","2019",0
"4591","Wheeling-Charleston","1990",0
"4592","Wheeling-Charleston","1991",0
"4593","Wheeling-Charleston","1992",0
"4594","Wheeling-Charleston","1993",0
"4595","Wheeling-Charleston","1994",0
"4596","Wheeling-Charleston","1995",0
"4597","Wheeling-Charleston","1996",0
"4598","Wheeling-Charleston","1997",0
"4599","Wheeling-Charleston","1998",0
"4600","Wheeling-Charleston","1999",0
"4601","Wheeling-Charleston","2000",0
"4602","Wheeling-Charleston","2001",0
"4603","Wheeling-Charleston","2002",0
"4604","Wheeling-Charleston","2003",0
"4605","Wheeling-Charleston","2004",0
"4606","Wheeling-Charleston","2005",0
"4607","Wheeling-Charleston","2006",0
"4608","Wheeling-Charleston","2007",0
"4609","Wheeling-Charleston","2008",0
"4610","Wheeling-Charleston","2009",0
"4611","Wheeling-Charleston","2010",0
"4612","Wheeling-Charleston","2011",0
"4613","Wheeling-Charleston","2012",8
"4614","Wheeling-Charleston","2013",0
"4615","Wheeling-Charleston","2014",0
"4616","Wheeling-Charleston","2015",0
"4617","Wheeling-Charleston","2016",53
"4618","Wheeling-Charleston","2017",0
"4619","Wheeling-Charleston","2018",12
"4620","Wheeling-Charleston","2019",33
"4621","Green Bay","1990",0
"4622","Green Bay","1991",0
"4623","Green Bay","1992",0
"4624","Green Bay","1993",0
"4625","Green Bay","1994",0
"4626","Green Bay","1995",0
"4627","Green Bay","1996",0
"4628","Green Bay","1997",0
"4629","Green Bay","1998",0
"4630","Green Bay","1999",0
"4631","Green Bay","2000",0
"4632","Green Bay","2001",0
"4633","Green Bay","2002",3
"4634","Green Bay","2003",2
"4635","Green Bay","2004",3
"4636","Green Bay","2005",0
"4637","Green Bay","2006",1
"4638","Green Bay","2007",0
"4639","Green Bay","2008",6
"4640","Green Bay","2009",0
"4641","Green Bay","2010",2
"4642","Green Bay","2011",0
"4643","Green Bay","2012",9
"4644","Green Bay","2013",3
"4645","Green Bay","2014",0
"4646","Green Bay","2015",4
"4647","Green Bay","2016",0
"4648","Green Bay","2017",1
"4649","Green Bay","2018",0
"4650","Green Bay","2019",12
"4651","La Crosse","1990",0
"4652","La Crosse","1991",0
"4653","La Crosse","1992",0
"4654","La Crosse","1993",0
"4655","La Crosse","1994",0
"4656","La Crosse","1995",0
"4657","La Crosse","1996",0
"4658","La Crosse","1997",0
"4659","La Crosse","1998",0
"4660","La Crosse","1999",0
"4661","La Crosse","2000",0
"4662","La Crosse","2001",0
"4663","La Crosse","2002",0
"4664","La Crosse","2003",0
"4665","La Crosse","2004",0
"4666","La Crosse","2005",0
"4667","La Crosse","2006",0
"4668","La Crosse","2007",0
"4669","La Crosse","2008",0
"4670","La Crosse","2009",0
"4671","La Crosse","2010",0
"4672","La Crosse","2011",0
"4673","La Crosse","2012",0
"4674","La Crosse","2013",0
"4675","La Crosse","2014",0
"4676","La Crosse","2015",0
"4677","La Crosse","2016",0
"4678","La Crosse","2017",0
"4679","La Crosse","2018",0
"4680","La Crosse","2019",0
"4681","Madison","1990",0
"4682","Madison","1991",0
"4683","Madison","1992",0
"4684","Madison","1993",0
"4685","Madison","1994",0
"4686","Madison","1995",0
"4687","Madison","1996",0
"4688","Madison","1997",0
"4689","Madison","1998",0
"4690","Madison","1999",0
"4691","Madison","2000",0
"4692","Madison","2001",0
"4693","Madison","2002",2
"4694","Madison","2003",2
"4695","Madison","2004",0
"4696","Madison","2005",0
"4697","Madison","2006",3
"4698","Madison","2007",4
"4699","Madison","2008",5
"4700","Madison","2009",0
"4701","Madison","2010",0
"4702","Madison","2011",0
"4703","Madison","2012",0
"4704","Madison","2013",0
"4705","Madison","2014",0
"4706","Madison","2015",0
"4707","Madison","2016",0
"4708","Madison","2017",22
"4709","Madison","2018",0
"4710","Madison","2019",0
"4711","Superior","1990",0
"4712","Superior","1991",0
"4713","Superior","1992",0
"4714","Superior","1993",0
"4715","Superior","1994",0
"4716","Superior","1995",0
"4717","Superior","1996",0
"4718","Superior","1997",0
"4719","Superior","1998",0
"4720","Superior","1999",0
"4721","Superior","2000",0
"4722","Superior","2001",0
"4723","Superior","2002",0
"4724","Superior","2003",0
"4725","Superior","2004",0
"4726","Superior","2005",0
"4727","Superior","2006",5
"4728","Superior","2007",0
"4729","Superior","2008",0
"4730","Superior","2009",0
"4731","Superior","2010",0
"4732","Superior","2011",0
"4733","Superior","2012",0
"4734","Superior","2013",0
"4735","Superior","2014",0
"4736","Superior","2015",0
"4737","Superior","2016",0
"4738","Superior","2017",0
"4739","Superior","2018",0
"4740","Superior","2019",0
"4741","Cheyenne","1990",0
"4742","Cheyenne","1991",0
"4743","Cheyenne","1992",0
"4744","Cheyenne","1993",0
"4745","Cheyenne","1994",0
"4746","Cheyenne","1995",0
"4747","Cheyenne","1996",0
"4748","Cheyenne","1997",0
"4749","Cheyenne","1998",0
"4750","Cheyenne","1999",0
"4751","Cheyenne","2000",0
"4752","Cheyenne","2001",0
"4753","Cheyenne","2002",0
"4754","Cheyenne","2003",0
"4755","Cheyenne","2004",0
"4756","Cheyenne","2005",0
"4757","Cheyenne","2006",0
"4758","Cheyenne","2007",0
"4759","Cheyenne","2008",1
"4760","Cheyenne","2009",0
"4761","Cheyenne","2010",0
"4762","Cheyenne","2011",0
"4763","Cheyenne","2012",4
"4764","Cheyenne","2013",0
"4765","Cheyenne","2014",0
"4766","Cheyenne","2015",0
"4767","Cheyenne","2016",0
"4768","Cheyenne","2017",0
"4769","Cheyenne","2018",1
"4770","Cheyenne","2019",2
